admit,gpa,gre
0,3.3207499528484097,716.1732753527218
0,3.6889806409732286,644.8640451461905
0,2.923580609816,622.5246654356524
0,2.9106195106591013,619.3927633671013
0,3.3098764085729733,518.2573215332292
0,3.090761996771908,609.377330498385
0,3.331254129793272,539.3429935759318
0,3.2072771813969267,556.4656981235597
0,2.9321466304646058,564.7987636396534
0,3.1207781423483225,593.7471639440071
0,3.2660237779781873,574.1566637085041
0,3.337680261260401,540.4451766186381
0,3.0782526316084025,528.5514613007006
0,3.073865208703836,483.03054931661933
0,3.044987473724373,564.2550104732666
0,3.000826857836904,579.8345020016585
0,3.3333800031363254,513.5551587785495
0,3.1241726909772014,566.2668550721362
0,3.3405642661468837,612.2639305758106
0,3.345809407701525,607.4191520312377
0,3.0849685464472882,642.5612752112055
0,3.6309731016317817,554.4151765447715
0,2.9290091267954352,612.3122934554897
0,3.229677788972793,563.6824079912416
0,3.470676550366511,551.8740288169964
0,3.0084336868953616,438.5370990333665
0,3.604054743174197,553.2723550791078
0,3.222918183940976,557.4198380156613
0,2.6153621057045764,548.9659132811095
0,3.1563698267339135,652.3418739481488
0,3.2290563409449486,568.5769417934832
0,3.067959006395628,540.0569832816137
0,3.6305565477295407,540.8135921298889
0,3.0684447898799387,597.5441221625074
0,2.9692039108605086,648.3039992525645
0,3.0555982672151383,686.6674563018936
0,3.6195041480281462,463.774415624792
0,3.269048852930533,614.2377001331961
0,3.4199838163588314,497.65733351454713
0,3.2780136477752784,612.6469912083854
0,2.92377220702269,672.7855035950379
0,2.69001931296112,640.1540296691778
0,2.9739035905472617,561.0871145338588
0,3.7336965505719206,524.5044119342293
0,2.660525655272227,611.9353348322842
0,2.965010915287872,693.3975812594837
0,2.8547465621512504,532.2988942083359
0,2.973886123604617,646.9228425307358
0,3.202665896150117,576.5516964562486
0,3.2477947864319283,518.5566969623668
0,3.2591233275704266,614.7004466091893
0,2.625306759752072,582.8352278810381
0,3.230623942577911,546.2740481907298
0,3.048871544019309,473.7788708934023
0,3.2525439428673826,678.6157327581658
0,3.1346563726260754,675.2863932345673
0,3.699874636110279,493.92027665399553
0,3.3100738277262587,471.58179104439364
0,3.364395829380983,624.5247772655039
0,3.704223214654992,514.0450388769378
0,2.84456637150125,703.0434618111681
0,3.7674465262570913,565.9064402578646
0,2.8039299503399695,561.5914179205149
0,2.762242747117749,572.1875285224879
0,3.419234410326616,547.6096548373705
0,3.1197616845431297,558.0100435888248
0,3.1220523680769614,571.9555126996207
0,2.9418248559512388,598.2144148571763
0,3.256223283862901,542.8458962626776
0,2.885001897322838,510.4260771524176
0,2.943824778825048,535.5804395356471
0,3.3094652864033445,538.9282444855509
0,3.2373526575497333,643.4859722331269
0,3.6722630557823432,643.9893281694972
0,3.2790920575795965,636.2020219938622
0,3.1342722602054613,572.1081379494758
0,3.204654667233996,638.9710467564174
0,2.671251429830513,560.458375958111
0,3.4176153078438234,656.6287365811057
0,3.4577384232699835,702.3446108890048
0,3.0479453411113013,631.9405266503867
0,3.895526233982143,647.8395938211337
0,3.150400131965301,514.1804736199643
0,2.9933130999513144,494.6880819621666
0,3.46704817540804,571.4146452811582
0,3.4931001537821427,540.8098343640388
0,3.1542549183100874,416.19290064931977
0,3.088197599276912,695.0898188362967
0,3.2482283450894744,620.3700082160685
0,3.108219611192783,617.1033298018148
0,3.1216943225193923,531.3910420999155
0,2.6740399932271237,599.8958582001621
0,3.1940402868723443,593.0058966102281
0,3.020869303710393,627.673435232693
0,3.0710715437662985,548.3745561929873
0,3.4140358176752392,577.6656101494109
0,3.266654383526188,612.6121519466743
0,3.2323880277350012,533.3076377856919
0,3.103706219671569,634.1046994378711
0,3.1502679268691813,444.2232788901464
0,3.4318487441353103,561.5880270330792
0,2.7823381397280174,558.0124939455145
0,3.32251999884668,583.8614085775414
0,3.1640310627956763,598.900194758833
0,2.859057877648496,485.1427346574052
0,3.0407672519240667,749.8326849894133
0,3.1416684416670484,508.9693356408189
0,3.4955865362138603,658.9653864318359
0,3.4738259580687414,584.4918771375744
0,3.2269538723277926,450.28866285205055
0,3.2681962201832278,691.2609760630356
0,3.2177319767400165,672.6132432020672
0,3.201273023116209,478.43287098770594
0,3.5403202531610845,555.0278640190545
0,3.085858767689692,503.9329030015365
0,3.5346906320603932,467.45973259139436
0,3.053863050792714,729.9286544265607
0,3.0541152421573674,546.7879040384777
0,2.9317743740835627,602.7660997424659
0,3.123533809868776,601.712258145448
0,3.1103483692914136,689.9908527026931
0,2.7120464741603847,552.9581208544721
0,3.179447896643857,565.9509317519418
0,2.8921325974796863,573.380010337578
0,2.4181432499390305,573.5534980354138
0,2.9879725020738594,651.6735696083878
0,3.1836508417844454,675.1724876065492
0,3.294160347394755,518.0216650756063
0,2.930620651696632,671.6181127850529
0,3.1668846000839967,486.6660612849265
0,2.8188781505937506,539.3802781918026
0,3.4872434221094357,539.756950728384
0,3.122478195610099,599.2643002439986
0,3.3161654937630085,628.225579612917
0,2.692225200067619,795.1141057468816
0,3.428633363600328,543.0634467660199
0,2.976055734060198,622.8771008165049
0,3.1557853172983235,624.0029254527861
0,3.2940712572150623,645.5846053429492
0,3.0760027895325117,680.9511059453022
0,3.365772472106905,599.9596893387775
0,3.38741288386679,508.5101297866829
0,2.7732135831969438,527.1616116269425
0,3.1711770389810225,497.84797344095495
0,3.3090697670207665,407.81804714884726
0,3.718314937856471,602.8456937770618
0,2.9098795687611667,629.5968772975292
0,3.2431883058980704,665.6193319584927
0,2.4843290350851346,599.4848298680416
0,2.7227358662359973,529.4512152338979
0,3.5114140969153644,589.3762519460926
0,2.9960576496328577,715.8516114358968
0,3.249891576847024,490.93205265435097
0,3.1592492228937323,674.5089061657111
0,2.9717414579977035,640.6284138936354
0,3.0120327549516537,639.4034197450676
0,3.264833989706168,616.6285091160705
0,3.3389320097132007,585.2441671521688
0,3.234733604837817,586.9923819713207
0,3.120419435524274,655.0623501786895
0,3.539818199863787,557.1010147874867
0,3.1893202517633417,595.6021310878699
0,2.8193167231829253,633.1271784726322
0,3.072290192123905,519.9061202677482
0,3.1672671601807387,572.8437849224691
0,2.9722922789354937,644.2230636618517
0,2.989888112335054,561.7855445882502
0,3.2876330623916807,496.5688521803074
0,3.4026997396726992,667.2703843801198
0,2.950833125394964,555.0940699455648
0,3.276402661635375,577.9009629396684
0,3.170932062963794,565.2243244798575
0,3.044940052528744,574.1726942732638
0,2.9959962706694716,555.2610409275838
0,3.3167040156307324,502.4789825766026
0,3.260018899238107,662.1077980965513
0,3.612613298385422,563.1616281024634
0,3.586434982124358,552.492928896503
0,3.2739716560560126,532.5026580042584
0,3.0321553510204966,526.4152515754101
0,3.4191789721591133,570.7889554458552
0,3.0629645139473345,707.6172171330733
0,3.1153300277364453,585.7448522970553
0,3.3161417091090315,480.0373582406042
0,3.202371705508738,481.42993496201734
0,2.9407768412424535,588.604902902459
0,3.5305982237534423,586.149180193082
0,3.127032325927773,625.5958593343428
0,3.1383263465533733,490.909706515307
0,2.8191945762931976,415.4059015075022
0,2.749544101219384,639.7581445917924
0,3.4264647209105115,589.238510616849
0,3.1073821409820352,600.1518846714529
0,2.718207320470571,541.3740672394533
0,3.091500668090021,638.814717617296
0,3.1841874147950686,683.3806001766577
0,3.042815140245387,605.0171094742558
0,2.8479327811616884,597.1674897607037
0,3.0923512837957436,656.186811769326
0,3.3487721937446246,605.9681968178552
0,3.000884628580684,598.5410341993
0,3.1351576927232783,568.4282742705723
0,3.2826468781927014,601.9100107003483
0,3.1041772761519306,653.8250196206143
0,3.292225286801472,587.6976688522053
0,3.2559309061662294,621.2672147773678
0,2.7469437492310846,529.9665550133667
0,2.5083675749785903,559.7298547181658
0,3.03266681817176,659.9210378347561
0,3.362794739226852,501.2180330286081
0,3.3231145199065386,666.035785417597
0,2.9096670928727764,604.4846798432587
0,3.09027981107464,633.9752703344527
0,3.0100663880355563,583.5157737633582
0,3.21266923986895,658.6124494529092
0,2.8948413726857964,555.0322548075663
0,3.2024380237822205,610.7964894051669
0,3.2550692976473536,593.1835985122461
0,3.462876518817073,577.7363084873801
0,3.141308864509726,650.0505593281126
0,2.923035859673336,560.0938807349033
0,2.863589539955226,568.3160480405631
0,3.3218991282199752,543.1748539505835
0,3.241255479718543,446.62910108820455
0,2.966607716952929,627.6293178907562
0,3.3690274298261387,681.2421948846064
0,3.278141800098453,661.8881620416721
0,3.2814872721314887,651.1313978772732
0,2.4898521613000844,585.5152827846857
0,3.1175911890624013,588.7163680895461
0,3.5402524696286863,524.6706244223262
0,3.5970775131136485,497.73332193563436
0,3.295048619548109,528.1946743247033
0,3.329859309366032,583.9598383858797
0,2.901478527569941,499.2614797768852
1,3.4143755678640737,704.9342165906876
1,3.6527328992904193,662.8542605108885
1,3.0405733620942,730.1355660668976
1,2.9022085576500523,664.9388125001002
1,3.307680965494676,715.0000755332914
1,3.1602081066714467,664.1481532909298
1,3.0524361620870457,661.4012287282864
1,3.3995811227914703,649.4829746820686
1,3.179445030857242,730.2488020078354
1,3.968276187732117,621.3547855257575
1,3.0220441595256435,614.5545267904547
1,3.5825254090639653,574.1386027880384
1,3.880944280632283,628.9127368933815
1,3.0849899199094453,617.2371089981863
1,2.9076524267267914,657.0922295517204
1,3.512115775063429,653.7442601255299
1,3.592225949647177,653.2780412889973
1,3.757647218478568,678.2653558144574
1,3.6631396581988596,649.3489115132752
1,3.1846990635346253,790.8941018707983
1,3.2745416447144686,625.6097947837492
1,3.406306304003645,750.9437652067552
1,3.265542482789616,624.2916858338888
1,3.360308467745994,662.9806397954503
1,3.4242737933342435,677.5552749972372
1,3.1209206291710947,608.9948641037889
1,3.194857613701637,696.1354442627533
1,3.509809806846138,635.4689043164838
1,3.5524899777269163,667.320643347074
1,3.4363895471681984,685.5746928036482
1,3.352374004978583,668.0344950666207
1,3.5560589123580164,589.0447560250312
1,3.076127189723157,742.8569718535479
1,3.31239623305311,647.0948200885787
1,3.742518423595786,593.2815499336033
1,3.0868398125153376,720.6970548800107
1,3.3322319122410016,612.5734278948088
1,3.0509051058261707,742.3779425700034
1,3.0004462052426644,628.0606164239127
1,3.3711696339665163,643.3409520206571
1,3.157379395707882,726.8808810120747
1,3.0587450157096345,669.3746627364902
1,3.1813604519715937,777.7969146445784
1,3.6421100444170897,589.7294212780134
1,3.6017191179956134,650.4175923463009
1,3.4133083201323204,603.2423715941798
1,3.747203324466127,620.4510653952323
1,3.4482063407062453,546.6460233685449
1,3.4769211572882015,713.373864642638
1,3.1554558502892585,784.7299350140622
1,3.4769665196885926,647.3620796744509
1,3.6364036895290064,694.6235950724953
1,3.5675948183463726,591.399737866069
1,3.5875186530033485,694.3606507662773
1,3.655778494974318,575.4612592707367
1,3.533454346249336,633.3281518413431
1,2.7144413027610916,612.685866620895
1,3.607529950659314,585.2814496905718
1,3.623911529484698,430.96484838841906
1,3.288242024466621,674.0601380527114
1,2.858359020459869,720.1438260853506
1,3.8047444234511456,681.4921957296752
1,3.6255026903216407,606.3706999779106
1,3.0643868094403324,659.9154927203423
1,3.1832032611528587,595.1955083855113
1,3.6318651646853435,561.2119420248914
1,3.2405483788521696,780.0340538431915
1,3.3481655177925096,604.2527845469037
1,3.6459784362370176,749.8778190554062
1,3.485071768584792,562.0432491628611
1,3.4458881910763832,710.0639097544556
1,3.3888585067560832,571.7222330554766
1,3.0495723448439502,738.6806833404939
1,3.4622207077089464,633.1228245209733
1,3.206376653733863,759.0379526932095
1,3.1915162596657667,712.0204838846261
1,2.8289734314810606,716.308308351018
1,2.948423344454233,677.9009407327892
1,3.6058458781160536,721.321934157599
1,3.5275884290363675,479.2127550531762
1,3.936366073949865,560.6429324794021
1,2.975315935439352,601.3920623267159
1,3.6091198690804664,645.4066608723332
1,2.9950072168050657,648.2487405242548
1,3.282829779929261,622.9613634976732
1,3.3149993909413342,687.7303450390593
1,3.5945408791324978,661.6344383556134
1,3.2564714327216624,601.8598739739124
1,3.4708238986314104,647.7065759244113
1,3.179945547519205,617.5683671046357
1,2.9349667287596453,611.606291761513
1,2.9352377300538777,658.9933511036351
1,3.0659957368350974,772.1072880088263
1,3.5013196382662954,587.9434351907263
1,3.0638611814144885,626.0189860273616
1,3.76328051116106,701.2206087282962
1,3.330791151844951,646.7152573961553
1,3.578241646307002,595.01652047999
1,3.3782991129113973,688.2482996822098
1,3.4717117990306097,733.5494646620375
1,2.9652769286751814,665.9588705465777
1,3.7805300716167056,577.1103131176145
1,3.8076182984475215,617.1073265655999
1,3.1468220571198766,525.3436108646617
1,2.945184616491542,594.7095991129943
1,3.3380365439304724,779.4355278877194
1,2.855784933430183,709.6897459007439
1,3.695103551802386,652.875374521447
1,3.3072567564464648,607.5248736546226
1,3.6216745056837056,646.1538686205406
1,3.4167757995679,778.1167169663548
1,3.4621062535234715,691.7741855120065
1,3.3159443917368736,698.1171059668588
1,3.5603694343941847,787.0900703704892
1,3.0804444912502134,566.8526187897844
1,3.6055762199610535,570.6175187523637
1,4.0,544.1593983087979
1,2.9837361527317,714.8280249787874
1,2.7706049922175247,695.2736843039114
1,3.3539925742252965,764.4304881136483
1,3.116340707754686,704.7278469133798
1,3.4596930491981523,781.5424119732379
1,3.3739701019160706,636.5759306757723
1,3.3300531578752817,723.4723962666197
1,3.3818510292825965,658.239880850328
1,2.879124031281484,659.555691026817
1,3.3145895377435006,738.2574552267555
1,3.2698007413845613,684.7226211033674
1,3.577178218543759,632.2563646118672
1,3.824678469559825,732.2462332483735
1,2.6776981322479507,671.372869297065
1,3.3676056339793963,658.2777255507223
1,3.0959291393222714,734.3402520817039
1,3.091111363532224,593.4661626515264
1,3.5057703325172764,590.5710902767631
1,3.192920230376372,695.7672179109671
1,3.3867324974050024,526.9968355215593
1,3.325837047222086,642.9547875408533
1,3.5984539423490216,626.4241552065006
1,3.3414857613856817,592.1489866264675
1,3.128130463467589,581.6117303197437
1,3.0826412642916856,701.4579241744708
1,2.9502441496464606,694.0831896556023
1,3.5604154992148915,631.7334282079545
1,3.1630683653947718,592.30365873083
1,3.277949496990405,720.0624341834638
1,3.581405648062276,559.7648777414078
1,4.0,574.4829117296581
1,3.298076034766804,771.8754873888499
1,3.297922156258404,800.0
1,2.5063903720997844,700.3049309668418
1,3.0688534056890804,754.1718940776117
1,3.0504292468905736,649.7597290747018
1,4.0,677.8995970061736
1,3.5690395067655727,699.7373559630878
1,3.0856310793085315,571.5052937667583
1,2.914923443399252,795.1823758806754
1,3.725918793159696,641.3727750404435
1,3.691227091714461,570.6229721344799
1,3.0678761162892845,699.3191994121077
1,3.173245195536452,739.4602544141898
1,3.1408636931013167,736.5979793092597
1,3.2997992413709216,542.2859575254771
1,2.9824775370194088,500.38038969461184
1,3.4155939874982075,597.6970788904964
1,3.080983425982171,696.9481474176625
1,3.5769248259129145,648.4117774644261
1,3.3157939653269937,573.2366260557218
1,3.0040079179170798,610.5567939966452
1,3.5912713511650716,673.5527526910898
1,3.5493224465485214,645.2619124614133
1,3.205236615810223,752.1908743120047
1,2.9187362302646878,636.1900191425016
1,3.213047177608677,742.7250004112483
1,3.673018915618541,649.6509312733161
1,3.46636796894968,800.0
1,3.540149725723517,615.9324010401582
1,3.5339266659481985,652.3318397054647
1,3.2789889070018496,709.5648204834382
1,3.6367201161888496,597.8255933750422
1,3.3792200142274536,590.7870544946585
1,3.999329105544843,553.3493001426217
1,3.4825223866752406,722.7731126060694
1,3.188329330512616,711.2617797523897
1,3.6607087507110863,635.7241937993489
1,3.6008230076140237,619.6721363388373
1,3.540075664949652,670.0362135401473
1,3.2113898684628635,700.9464067646021
1,3.817264799552303,620.4280420666639
1,3.709950741639704,580.0063642371272
1,3.743523500955469,616.0732087872764
1,2.8627108102626977,654.1408931536713
1,3.674243030178448,637.9225307389268
1,3.828585978161743,679.9437592572489
1,3.0148457457184024,774.6152137928534
1,3.6361856597440987,616.5253463437872
1,3.56573592273651,634.175654548505
1,2.9320250346530567,800.0
1,3.2032205548128063,726.3093818830646
1,3.208535859857635,737.1680758152162
1,3.621649566673407,689.8473738635932
1,3.431330190792516,750.68875325751
1,3.0652150597676338,674.4587921169917
1,3.077074659693926,713.3991466076882
1,3.0321216958292725,764.7901045699823
1,2.794908139969091,759.0548628718923
1,3.345487452520995,721.4714684606591
1,3.2524820888555808,662.3408012795497
1,3.7743551360019865,717.4635975570807
1,3.6471335988073017,736.6831775614348
1,3.3106724399126906,670.3723189192015
1,3.5713138726681657,597.6881829153908
1,3.5112036251464214,618.9298753182849
1,3.4555765130529816,767.4773757815612
1,3.8659609469740097,758.2017324387714
1,3.302553295846791,650.4503241672437
1,3.045051711523985,711.2354356168112
1,3.922457519675651,593.8245779053727
1,3.0373956086333815,665.0905535801451
1,3.30763987510208,735.2718393360002
1,3.4124675785270955,724.1417826056046
1,3.7383249710008215,632.0761195005385
1,3.313218109769964,665.4750275757075
1,3.4921792766063278,590.0320193715174
1,3.410395206951492,551.3117109207159
1,3.532417879587625,677.0190505344343
1,3.486940614176957,667.265345655626
1,2.9293478485435247,749.6337399868179
1,3.7640318189691664,611.9457663654857
1,2.9444568279888794,624.2751404493055
1,3.583555845674331,657.6892111810195
1,3.5675029435808634,570.9974094677334
1,2.9488448553286184,683.3533042045509
1,3.088400323869408,644.0333202757157
1,3.785356308211432,633.6411879838121
1,2.9475452935565056,712.8226530773459
1,3.86857242207636,658.9120443896452
1,3.4401054458859868,702.4580994380807
1,3.257304440879534,689.7733758341961
1,3.38135879353843,720.71843772437
1,3.083956126572044,556.9180208609895
1,3.1144186775558467,734.2976791389383
1,3.549011869860685,604.6975034526945
1,3.532752648059922,588.9861748937776
