event_date,user_id,score
2020-01-14 20:13:23,189932650,8
2020-01-14 20:34:45,334540543,10
2020-01-15 01:37:18,190772728,10
2020-01-15 03:08:15,189931982,8
2020-01-15 06:49:59,334889448,5
2020-01-15 15:44:08,189068134,10
2020-01-15 16:25:14,282023441,7
2020-01-15 16:41:37,208047682,5
2020-01-15 16:46:29,114500737,10
2020-01-15 17:58:36,293997425,8
2020-01-16 00:19:55,190978197,10
2020-01-16 06:52:35,333984890,8
2020-01-16 10:34:16,190772100,10
2020-01-16 12:08:49,191029519,10
2020-01-16 14:17:24,191044601,8
2020-01-16 14:33:57,191044842,10
2020-01-16 14:59:49,191044472,10
2020-01-16 16:58:56,202024346,9
2020-01-16 18:49:39,332762417,9
2020-01-16 20:39:24,220737865,9
2020-01-17 06:06:11,325096462,10
2020-01-17 07:22:33,336024550,5
2020-01-17 09:48:29,295887226,7
2020-01-17 10:30:59,336059324,6
2020-01-17 14:13:18,191518695,8
2020-01-17 14:22:15,191518136,10
2020-01-17 14:32:04,191581928,9
2020-01-17 14:43:50,155001947,10
2020-01-17 14:45:34,191580150,10
2020-01-17 14:48:38,160480578,10
2020-01-17 14:59:44,191579254,7
2020-01-17 15:00:43,151467728,10
2020-01-17 15:03:11,148720003,10
2020-01-17 15:04:12,244555377,10
2020-01-17 15:10:39,191518898,10
2020-01-17 15:18:52,191581608,9
2020-01-17 16:21:16,294381310,8
2020-01-17 17:15:53,191518905,10
2020-01-17 18:04:19,295919208,9
2020-01-17 18:38:08,336136158,10
2020-01-17 19:40:26,214685290,10
2020-01-18 01:20:30,191518765,10
2020-01-18 08:19:31,336449170,10
2020-01-18 08:40:34,289218959,8
2020-01-18 11:19:17,84692119,10
2020-01-18 14:47:27,191854322,6
2020-01-18 16:38:56,336137135,10
2020-01-18 17:54:08,220387602,10
2020-01-18 19:14:03,336790447,2
2020-01-19 00:30:54,192084899,10
2020-01-19 03:29:26,192085390,10
2020-01-19 04:05:59,336762222,7
2020-01-19 11:04:38,189932971,9
2020-01-19 14:08:54,192153108,7
2020-01-19 17:15:46,192153349,10
2020-01-19 19:50:33,140279508,10
2020-01-19 21:40:59,192153884,8
2020-01-19 22:25:04,336975914,10
2020-01-19 23:32:56,337023102,10
2020-01-20 12:40:31,192459034,7
2020-01-20 15:55:58,192459075,10
2020-01-20 17:38:39,337213041,10
2020-01-20 18:51:41,337669224,10
2020-01-21 00:12:42,336888109,10
2020-01-21 00:54:43,121718143,10
2020-01-21 13:22:04,337500849,8
2020-01-21 13:49:38,337223136,9
2020-01-21 21:28:49,337756676,9
2020-01-22 00:50:03,297406269,8
2020-01-22 02:54:58,192818314,10
2020-01-22 05:04:35,337956809,10
2020-01-22 13:06:19,338042686,10
2020-01-22 14:38:04,192154017,8
2020-01-22 15:12:43,192667539,7
2020-01-22 17:56:07,338160273,10
2020-01-22 21:20:21,338216131,7
2020-01-22 22:46:56,192404871,9
2020-01-23 00:14:48,162627830,10
2020-01-23 04:34:38,337668632,10
2020-01-23 10:58:54,338306405,10
2020-01-23 13:59:42,338300613,9
2020-01-23 15:04:25,289624404,10
2020-01-23 17:44:02,193271658,10
2020-01-23 22:40:54,133967001,9
2020-01-24 05:28:26,289216581,8
2020-01-24 09:56:53,160770844,8
2020-01-24 12:23:42,193621011,10
2020-01-24 14:04:26,193746772,8
2020-01-24 19:11:27,339068531,7
2020-01-24 19:21:05,339079921,4
2020-01-25 01:13:06,282029000,10
2020-01-25 13:02:06,193995013,10
2020-01-25 13:04:34,193994045,10
2020-01-25 16:17:38,123350711,8
2020-01-25 18:39:32,336449309,7
2020-01-25 23:21:32,339558861,10
2020-01-26 09:20:23,339669603,7
2020-01-26 12:38:41,194358152,10
2020-01-26 15:36:01,194359369,7
2020-01-26 16:30:37,193997577,10
2020-01-26 17:53:09,339701287,9
2020-01-27 01:27:01,339838473,8
2020-01-27 09:07:51,194646648,10
2020-01-27 11:47:41,339883150,10
2020-01-27 18:46:44,297836891,10
2020-01-27 23:00:44,162743321,10
2020-01-28 01:33:50,289219680,8
2020-01-28 12:01:28,214683903,10
2020-01-28 13:24:31,194996890,10
2020-01-28 13:53:54,201567606,8
2020-01-28 15:50:58,224048137,8
2020-01-28 15:56:24,340092966,8
2020-01-28 16:00:30,289217517,10
2020-01-28 16:47:21,340449203,7
2020-01-28 23:26:08,340681086,9
2020-01-29 01:12:17,320967231,9
2020-01-29 04:11:26,340747879,8
2020-01-29 04:58:04,340774503,10
2020-01-29 08:21:01,340812631,8
2020-01-29 15:38:44,194992699,9
2020-01-29 15:47:38,194355320,9
2020-01-29 17:11:26,341004635,10
2020-01-29 18:34:48,340790378,10
2020-01-29 20:14:04,340679196,10
2020-01-29 20:35:08,289217044,10
2020-01-29 21:47:09,140608369,3
2020-01-30 02:22:04,303022399,6
2020-01-30 04:29:51,202036072,7
2020-01-30 06:32:00,341145062,9
2020-01-30 08:42:54,296743270,2
2020-01-30 12:36:15,195719000,10
2020-01-30 12:57:03,341366163,10
2020-01-30 13:13:43,195717134,10
2020-01-30 16:08:24,194992818,9
2020-01-30 17:59:08,195717532,10
2020-01-30 18:00:35,341294634,10
2020-01-30 20:08:23,341613477,10
2020-01-31 00:43:54,341717742,10
2020-01-31 00:59:37,196065286,9
2020-01-31 04:50:46,226517129,10
2020-01-31 07:22:09,341259793,0
2020-01-31 07:27:46,339454064,10
2020-01-31 10:49:56,196204908,6
2020-01-31 12:22:05,196224050,10
2020-01-31 14:06:30,196224924,8
2020-01-31 14:14:28,341898228,10
2020-01-31 14:23:34,196227206,8
2020-01-31 14:49:15,285261278,9
2020-01-31 15:08:42,196318845,9
2020-01-31 16:34:10,202033623,7
2020-01-31 16:49:25,196222268,10
2020-01-31 18:25:27,289218482,10
2020-01-31 20:20:15,207428371,0
2020-01-31 20:38:08,341980705,10
2020-01-31 23:39:07,196224368,7
2020-02-01 07:04:22,342243623,10
2020-02-01 09:31:07,341959012,9
2020-02-01 12:58:34,196674217,8
2020-02-01 13:11:20,196675082,5
2020-02-01 14:08:51,342243610,10
2020-02-01 14:52:10,196223385,10
2020-02-01 16:41:50,196224856,7
2020-02-01 22:39:36,195773352,8
2020-02-02 00:00:02,341112408,7
2020-02-02 11:37:05,342918338,10
2020-02-02 12:26:06,224553428,8
2020-02-02 15:34:50,197023775,10
2020-02-02 15:36:46,197024749,10
2020-02-02 19:29:13,196566615,8
2020-02-02 20:18:09,197021377,7
2020-02-03 02:28:27,343132074,10
2020-02-03 06:16:31,192893751,7
2020-02-03 06:44:34,343002183,10
2020-02-03 10:02:30,192403878,10
2020-02-03 13:27:19,125127719,10
2020-02-03 14:33:17,197353617,9
2020-02-03 14:40:12,343029907,9
2020-02-03 15:10:48,197353193,10
2020-02-03 21:23:07,103123720,9
2020-02-03 21:52:26,304280432,9
2020-02-04 06:54:01,343456231,10
2020-02-04 12:28:03,197606934,10
2020-02-04 12:41:30,197607176,7
2020-02-04 13:03:40,197605840,9
2020-02-04 14:10:06,343484532,8
2020-02-04 18:17:15,343524579,8
2020-02-04 20:19:26,343693706,10
2020-02-04 21:45:31,343448502,10
2020-02-05 00:51:24,197783252,8
2020-02-05 04:45:53,343910346,9
2020-02-05 09:14:58,343982487,8
2020-02-05 10:58:45,197783173,6
2020-02-05 12:47:19,197873346,9
2020-02-05 12:48:01,202035763,7
2020-02-05 14:23:16,289217322,6
2020-02-05 16:02:39,214230675,10
2020-02-05 16:48:40,197871955,9
2020-02-05 16:53:18,289216528,10
2020-02-05 18:32:21,344096872,10
2020-02-06 05:56:46,202048343,10
2020-02-06 11:41:01,344713344,8
2020-02-06 12:37:42,344753235,10
2020-02-06 15:37:07,198331489,10
2020-02-07 01:17:09,345155773,10
2020-02-07 01:30:47,289217181,8
2020-02-07 05:07:49,300831102,10
2020-02-07 14:55:04,163129650,10
2020-02-07 15:17:16,198875033,5
2020-02-07 15:37:52,198877238,8
2020-02-07 15:58:55,198966501,8
2020-02-08 02:14:04,198874885,8
2020-02-08 08:09:53,345675815,7
2020-02-08 09:50:09,199141330,7
2020-02-08 11:47:35,345726207,0
2020-02-08 12:16:18,199258797,9
2020-02-08 12:45:11,199260639,2
2020-02-08 12:57:09,345547657,10
2020-02-08 13:05:31,199260450,7
2020-02-08 15:51:55,199259822,9
2020-02-08 16:06:28,343340180,6
2020-02-08 18:01:56,199259194,10
2020-02-08 20:33:30,195718679,10
2020-02-08 21:37:31,342251690,10
2020-02-08 22:22:42,157955925,8
2020-02-08 22:27:38,199259151,9
2020-02-08 22:55:43,345870192,10
2020-02-08 22:58:26,345945905,8
2020-02-09 01:39:16,345940952,3
2020-02-09 03:39:21,345968179,10
2020-02-09 09:38:53,346080362,8
2020-02-09 12:43:34,199708873,8
2020-02-09 16:35:54,199709868,8
2020-02-09 18:19:01,346183743,8
2020-02-09 19:20:25,346190385,10
2020-02-09 20:13:44,346222611,10
2020-02-10 03:31:11,346319918,10
2020-02-10 03:55:44,289216704,9
2020-02-10 12:11:41,200269647,10
2020-02-10 12:21:31,200271781,9
2020-02-10 12:32:00,200266362,10
2020-02-10 12:33:39,200273491,10
2020-02-10 12:34:46,200272689,9
2020-02-10 12:36:08,200272327,8
2020-02-10 12:41:54,200272027,10
2020-02-10 13:03:50,102672706,8
2020-02-10 13:23:04,346546978,8
2020-02-10 14:40:44,200273643,10
2020-02-10 16:55:43,346322498,8
2020-02-10 17:07:26,346584268,8
2020-02-10 18:27:00,200281828,10
2020-02-10 18:46:56,200272780,8
2020-02-10 19:08:36,221071416,10
2020-02-10 22:21:49,346692646,8
2020-02-10 23:18:21,346713590,8
2020-02-11 00:11:21,346727291,10
2020-02-11 02:32:48,346756812,9
2020-02-11 05:11:24,204225676,10
2020-02-11 06:40:39,346804680,5
2020-02-11 12:42:40,346761479,8
2020-02-11 12:43:30,346319020,8
2020-02-11 12:43:38,200663435,8
2020-02-11 13:21:59,346773923,9
2020-02-11 16:34:16,308109102,10
2020-02-11 17:42:02,200662349,10
2020-02-11 18:05:38,200662729,9
2020-02-11 18:54:09,347028551,9
2020-02-11 18:59:44,200663507,8
2020-02-11 19:52:23,347034941,10
2020-02-11 20:53:00,347134681,7
2020-02-11 21:55:05,347146481,10
2020-02-11 22:13:27,347020051,10
2020-02-11 22:22:35,346718996,10
2020-02-12 02:39:14,346781535,7
2020-02-12 02:43:44,346826028,7
2020-02-12 03:04:45,198873061,10
2020-02-12 05:50:46,347393387,10
2020-02-12 05:57:44,347408082,7
2020-02-12 11:04:08,347510958,10
2020-02-12 11:56:12,347288068,10
2020-02-12 13:13:53,200302164,7
2020-02-12 13:52:33,347550840,8
2020-02-12 19:00:20,200266598,8
2020-02-13 01:54:16,289216454,10
2020-02-13 03:45:14,347902351,8
2020-02-13 05:26:44,347702577,7
2020-02-13 08:56:37,347839477,6
2020-02-13 08:56:42,347916372,10
2020-02-13 10:35:48,347403326,5
2020-02-13 11:18:39,347856886,9
2020-02-13 12:26:14,201567335,9
2020-02-13 12:29:38,201567661,10
2020-02-13 12:31:40,201566891,10
2020-02-13 12:40:46,201567003,10
2020-02-13 12:44:02,347868349,9
2020-02-13 12:45:40,201569072,10
2020-02-13 13:09:58,201569350,8
2020-02-13 13:13:45,201569229,9
2020-02-13 13:44:35,201573547,3
2020-02-13 14:13:53,201569266,8
2020-02-13 15:10:33,201569524,10
2020-02-13 15:27:37,201565095,8
2020-02-13 15:27:58,348067866,8
2020-02-13 15:52:18,201567877,10
2020-02-13 16:15:27,201568654,9
2020-02-13 17:00:41,201569414,7
2020-02-13 17:25:12,209178963,10
2020-02-13 17:25:58,201568946,8
2020-02-13 18:26:29,201568691,8
2020-02-13 18:30:08,348140107,10
2020-02-13 18:59:58,289217429,6
2020-02-13 19:46:02,201569071,10
2020-02-13 20:25:33,348194135,10
2020-02-13 21:25:30,201568749,9
2020-02-13 23:45:32,201569257,9
2020-02-14 00:25:45,201822889,10
2020-02-14 00:33:37,201822389,8
2020-02-14 02:26:55,200659885,7
2020-02-14 03:08:13,270363199,10
2020-02-14 05:48:03,348062939,10
2020-02-14 07:50:07,201821372,8
2020-02-14 11:01:35,201821068,9
2020-02-14 12:36:49,202036807,6
2020-02-14 13:23:28,202036555,4
2020-02-14 13:24:00,202037064,7
2020-02-14 14:09:39,202000861,10
2020-02-14 16:56:39,202035788,8
2020-02-14 17:27:38,348173388,7
2020-02-14 20:17:03,202036275,9
2020-02-14 21:51:35,348705750,10
2020-02-15 00:28:26,202324181,10
2020-02-15 01:09:33,202035554,0
2020-02-15 05:12:48,348360987,7
2020-02-15 15:38:59,348748634,10
2020-02-15 16:19:29,202457444,10
2020-02-15 16:52:24,347903639,7
2020-02-15 19:37:09,202458286,10
2020-02-15 20:03:11,289217831,8
2020-02-16 06:20:46,349184638,10
2020-02-16 07:26:45,310054174,9
2020-02-16 12:56:18,202941220,10
2020-02-16 13:08:38,202941241,10
2020-02-16 13:20:25,202940876,9
2020-02-16 14:26:16,202938274,10
2020-02-16 15:31:23,202939236,10
2020-02-16 21:41:21,291715261,10
2020-02-17 01:43:34,202461060,7
2020-02-17 02:52:59,282035055,10
2020-02-17 12:41:48,203373483,5
2020-02-17 13:23:28,172235234,8
2020-02-17 13:28:45,203373834,10
2020-02-17 15:27:18,203373286,10
2020-02-17 15:45:36,310548509,10
2020-02-17 16:21:21,203373055,10
2020-02-17 18:26:43,349542900,8
2020-02-17 23:49:48,203372600,9
2020-02-18 10:12:37,289218390,6
2020-02-18 11:50:52,289218592,6
2020-02-18 13:28:13,203601556,10
2020-02-18 13:34:41,349834580,10
2020-02-18 14:20:54,349886400,10
2020-02-18 20:49:38,349899102,8
2020-02-19 08:42:30,203373337,10
2020-02-19 08:50:12,159766171,10
2020-02-19 19:24:08,350544171,10
2020-02-19 19:53:34,350529686,8
2020-02-19 20:05:42,350530727,10
2020-02-19 22:07:41,350661036,10
2020-02-20 02:33:05,201569464,10
2020-02-20 02:59:15,350898737,10
2020-02-20 06:55:27,201569322,8
2020-02-20 07:14:50,311473725,10
2020-02-20 15:02:15,204225199,8
2020-02-20 15:04:46,350542116,10
2020-02-20 15:19:47,349599190,9
2020-02-20 23:03:58,204225891,7
2020-02-21 03:28:00,289217475,5
2020-02-21 09:09:53,173701492,10
2020-02-21 10:29:10,351412750,8
2020-02-21 12:45:38,204577316,8
2020-02-21 13:29:59,204574732,10
2020-02-21 14:58:08,204574549,10
2020-02-21 17:33:04,351496948,9
2020-02-21 17:55:01,351381596,10
2020-02-22 01:19:23,204574778,10
2020-02-22 13:07:08,204955934,8
2020-02-22 13:43:35,204955997,8
2020-02-22 17:39:31,204384088,9
2020-02-22 18:41:50,352059531,5
2020-02-22 19:07:48,204571942,9
2020-02-23 02:10:37,205167549,9
2020-02-23 03:37:09,349815718,10
2020-02-23 13:56:16,352365087,10
2020-02-23 19:11:54,352973256,7
2020-02-23 19:45:48,352454014,10
2020-02-23 20:19:51,205258506,10
2020-02-24 00:09:27,205465319,8
2020-02-24 12:35:46,204956188,10
2020-02-24 14:07:24,352416808,7
2020-02-24 15:57:46,352282888,6
2020-02-24 17:29:09,352691744,9
2020-02-24 21:00:26,352769815,7
2020-02-25 02:26:48,352685789,10
2020-02-25 03:54:53,352035058,8
2020-02-25 09:38:55,205529647,10
2020-02-25 10:46:03,205527965,10
2020-02-25 12:15:23,352941990,10
2020-02-25 13:37:55,352939685,10
2020-02-25 14:13:34,205771702,10
2020-02-25 16:41:31,205763146,10
2020-02-25 19:58:09,205763151,10
2020-02-25 21:00:40,205762857,10
2020-02-26 02:22:45,205921122,10
2020-02-26 07:40:30,205923430,10
2020-02-26 10:58:23,302898905,10
2020-02-26 14:01:11,205994391,10
2020-02-26 14:06:27,205993351,7
2020-02-26 14:07:12,205993391,10
2020-02-26 20:54:44,353577068,10
2020-02-27 12:36:46,206326452,7
2020-02-27 13:38:27,206327084,7
2020-02-27 14:19:29,353852146,10
2020-02-27 14:47:41,206325723,7
2020-02-27 15:10:53,314813011,8
2020-02-27 16:52:27,262862599,10
2020-02-28 04:11:40,289215825,8
2020-02-28 11:17:16,207004690,8
2020-02-28 12:09:03,354261576,7
2020-02-28 16:49:52,206648437,10
2020-03-01 01:30:32,315258027,10
2020-03-01 13:15:08,347446507,7
2020-03-01 15:03:40,207004646,10
2020-03-02 01:50:07,206648057,10
2020-03-02 05:10:55,289217603,6
2020-03-02 13:13:23,207428215,10
2020-03-03 05:28:09,276261166,10
2020-03-03 14:06:47,291985608,10
2020-03-03 16:47:34,316229745,8
2020-03-04 12:37:35,208047706,10
2020-03-04 13:55:36,208047880,10
2020-03-04 18:56:56,222936806,7
2020-03-04 22:53:32,222479822,8
2020-03-05 01:12:14,237081557,8
2020-03-05 09:08:28,207428487,7
2020-03-05 13:19:35,208310733,9
2020-03-05 14:07:33,208286677,10
2020-03-05 19:08:47,356375999,10
2020-03-06 01:48:52,289217398,7
2020-03-06 02:17:00,356525049,10
2020-03-06 05:37:23,356346902,10
2020-03-06 09:27:48,356617070,10
2020-03-06 12:42:30,208583968,10
2020-03-06 14:07:42,208584516,9
2020-03-06 17:32:05,282028384,10
2020-03-06 23:21:12,318294634,9
2020-03-07 03:05:21,209179879,10
2020-03-07 14:24:13,209179866,8
2020-03-07 14:39:02,289218560,8
2020-03-07 17:08:10,317972786,8
2020-03-07 19:45:51,306391034,10
2020-03-08 09:13:48,357490566,7
2020-03-08 09:42:27,209180700,9
2020-03-08 12:25:15,209461828,10
2020-03-08 12:48:43,209463316,8
2020-03-08 12:57:42,209462798,10
2020-03-08 15:56:20,357597380,10
2020-03-08 16:40:41,209180773,10
2020-03-08 23:38:18,319171066,0
2020-03-09 10:45:30,209180869,10
2020-03-09 13:30:48,209743337,8
2020-03-09 16:16:14,209741548,10
2020-03-10 02:00:31,179756593,8
2020-03-10 12:44:39,210095181,10
2020-03-10 13:19:40,358243753,7
2020-03-10 14:19:48,355937184,10
2020-03-11 00:33:55,180147613,10
2020-03-11 01:39:17,319912988,6
2020-03-11 09:40:25,208286703,10
2020-03-11 11:41:31,289217475,6
2020-03-11 13:05:48,210343942,10
2020-03-11 17:41:38,320657675,9
2020-03-11 17:46:35,358800023,9
2020-03-11 22:24:00,208583749,9
2020-03-11 22:34:54,358855172,10
2020-03-12 02:39:41,358732163,8
2020-03-12 07:47:56,282839949,10
2020-03-12 09:09:39,359131663,8
2020-03-12 13:19:15,180664846,8
2020-03-12 14:07:39,210589949,8
2020-03-12 15:26:33,359275794,8
2020-03-12 16:58:54,359289638,10
2020-03-12 17:39:56,359274003,8
2020-03-12 20:28:55,210582326,10
2020-03-12 22:41:58,210581318,9
2020-03-13 01:09:36,210580505,10
2020-03-13 02:40:22,359581784,3
2020-03-13 08:13:56,321655475,0
2020-03-13 10:21:51,321685811,8
2020-03-13 12:06:10,359405703,10
2020-03-13 12:37:41,210581946,10
2020-03-13 13:51:11,211035486,10
2020-03-13 16:04:33,211035281,8
2020-03-13 18:04:35,359679591,8
2020-03-13 18:24:34,211035683,8
2020-03-13 19:46:55,359861360,5
2020-03-13 20:18:15,322003390,4
2020-03-14 00:43:18,322076843,8
2020-03-14 06:57:54,289217693,6
2020-03-14 12:42:50,211441431,7
2020-03-14 14:25:10,211441381,0
2020-03-15 17:07:43,361591835,8
2020-03-16 00:13:05,211737888,9
2020-03-16 09:36:33,211737003,10
2020-03-16 11:12:12,361909675,10
2020-03-16 12:53:15,129960546,7
2020-03-16 15:00:23,323120604,9
2020-03-16 21:47:47,361975440,10
2020-03-17 07:39:24,362035547,10
2020-03-17 13:47:25,212462396,0
2020-03-17 14:36:41,289217551,7
2020-03-17 14:58:03,362219316,9
2020-03-18 00:32:57,362428045,8
2020-03-18 01:06:58,212463356,10
2020-03-18 02:21:00,362452680,8
2020-03-18 12:39:25,362569303,8
2020-03-18 13:40:09,212703613,10
2020-03-18 14:13:00,362190617,10
2020-03-18 14:49:15,212703050,9
2020-03-18 15:28:00,289218488,10
2020-03-19 01:04:51,211738502,10
2020-03-19 07:44:53,362666514,8
2020-03-19 12:49:08,212964157,10
2020-03-19 13:09:55,212963811,8
2020-03-19 13:16:43,212963443,6
2020-03-19 14:51:26,212963118,10
2020-03-19 14:52:07,212703430,10
2020-03-19 16:08:31,363171047,8
2020-03-19 16:17:52,363155395,5
2020-03-19 17:12:19,212964425,10
2020-03-19 18:37:41,363233228,10
2020-03-19 19:54:01,324688892,2
2020-03-19 20:47:15,212961443,10
2020-03-20 06:07:35,306040759,10
2020-03-20 10:45:53,363533065,5
2020-03-20 12:48:35,212964025,8
2020-03-20 14:27:21,213524202,9
2020-03-20 15:23:20,362099473,8
2020-03-20 18:40:22,363753321,8
2020-03-20 20:25:06,363828653,8
2020-03-21 00:23:05,218338103,10
2020-03-21 07:15:45,363854031,8
2020-03-21 12:50:23,213797284,8
2020-03-21 13:25:16,213798205,10
2020-03-21 14:12:11,213797556,9
2020-03-21 16:04:09,289215808,9
2020-03-21 16:35:39,213517716,10
2020-03-21 19:22:26,213797340,10
2020-03-22 12:32:15,214223170,10
2020-03-22 14:06:47,214225713,9
2020-03-22 16:38:54,302922812,10
2020-03-23 01:49:28,214224253,8
2020-03-23 03:17:07,363538587,10
2020-03-23 08:02:03,364939670,0
