id,customer_id,end_date,start_date,subscription_period,price
435,1392,2014-12-23 00:02:20,2014-11-20 12:02:04,monthly,50
459,1393,2015-11-23 09:58:28,2013-11-20 20:56:16,annual,500
471,1394,2014-12-23 15:20:24,2014-11-21 03:20:24,monthly,50
494,1395,2014-11-21 17:43:41,2014-11-08 19:15:15,monthly,50
510,1396,2015-11-24 18:47:31,2014-11-22 05:47:46,annual,500
540,1397,2015-11-25 06:12:28,2014-11-22 17:42:20,annual,500
549,1398,2015-11-25 08:34:39,2014-11-22 20:34:24,annual,500
566,1399,2015-11-25 16:15:06,2014-11-23 04:14:51,annual,500
572,1400,2014-12-25 17:32:45,2014-11-23 05:03:19,monthly,50
615,1401,2014-12-26 17:05:51,2014-11-24 05:05:51,monthly,50
625,1402,2015-11-27 01:28:16,2014-11-24 12:58:28,annual,500
643,1403,2015-11-27 08:42:31,2014-11-24 20:12:47,annual,500
664,1404,2015-02-02 04:34:19,2014-01-29 16:34:19,annual,500
685,1405,2014-12-02 01:45:08,2013-11-28 13:45:08,annual,500
697,1406,2015-11-28 11:38:09,2014-11-25 23:38:09,annual,500
714,1407,2015-11-28 17:07:54,2014-11-26 05:07:38,annual,500
721,1408,2014-12-28 18:51:21,2014-11-26 06:20:48,monthly,50
743,1409,2014-12-29 04:29:30,2014-11-26 15:29:51,monthly,50
752,1410,2015-11-29 04:59:57,2014-11-26 16:59:42,annual,500
766,1411,2015-11-29 08:59:50,2014-11-26 20:29:19,annual,500
789,1412,2015-11-29 12:24:46,2014-11-27 00:24:46,annual,500
804,1413,2015-11-29 15:55:56,2014-11-27 03:25:27,annual,500
818,1414,2014-12-29 18:11:26,2014-11-27 06:11:26,monthly,50
836,1415,2015-11-30 01:53:55,2014-11-27 13:24:23,annual,500
868,1416,2015-11-30 08:08:27,2014-11-27 19:38:25,annual,500
880,1417,2015-11-30 13:47:14,2014-11-28 01:17:08,annual,500
895,1418,2015-11-30 20:02:18,2014-11-28 08:02:03,annual,500
7,1419,2014-11-27 03:13:48,2014-10-25 15:13:47,monthly,50
73,1421,2014-11-02 08:01:36,2014-10-21 14:21:10,monthly,50
146,1422,2015-11-15 14:22:38,2014-11-13 01:21:25,annual,500
162,1423,2014-12-24 16:32:49,2014-04-22 03:31:52,monthly,50
267,1425,2014-12-20 01:59:46,2014-11-17 12:58:56,monthly,50
313,1426,2015-11-21 07:58:07,2014-11-18 19:27:52,annual,500
330,1427,2015-11-21 11:50:02,2014-11-18 23:20:09,annual,500
376,1428,2015-11-22 03:35:11,2014-11-19 15:34:54,annual,500
387,1429,2015-11-22 08:15:15,2014-11-19 20:15:00,annual,500
401,1430,2014-12-22 11:56:05,2014-11-19 23:55:50,monthly,50
441,1432,2015-11-23 02:15:39,2014-11-20 14:15:34,annual,500
507,1433,2015-11-24 16:38:57,2014-11-22 03:39:52,annual,500
525,1434,2014-12-25 02:39:57,2014-11-22 14:39:43,monthly,50
564,1435,2015-11-25 15:31:44,2014-11-23 03:01:28,annual,500
591,1436,2015-11-26 06:38:21,2014-11-23 18:38:21,annual,500
600,1437,2015-11-26 09:19:15,2014-11-23 21:19:15,annual,500
622,1438,2014-12-26 22:06:10,2014-11-24 09:06:51,monthly,50
638,1439,2014-12-27 05:48:50,2014-11-24 17:48:50,monthly,50
648,1440,2015-11-27 12:37:52,2014-11-25 00:37:36,annual,500
671,1441,2015-11-28 02:13:48,2014-11-25 14:13:48,annual,500
681,1442,2015-11-28 06:31:25,2014-11-25 18:31:06,annual,500
689,1443,2015-11-28 09:28:10,2014-11-25 20:29:18,annual,500
707,1444,2015-11-28 14:09:41,2014-11-26 01:39:47,annual,500
739,1445,2014-12-29 03:00:05,2014-11-26 14:59:48,monthly,50
759,1446,2015-11-29 06:49:18,2014-11-26 18:49:18,annual,500
777,1447,2015-11-29 11:34:23,2014-11-26 23:34:23,annual,500
798,1448,2015-11-29 14:38:08,2014-11-27 02:37:51,annual,500
802,1449,2015-11-29 15:47:50,2014-11-27 03:18:22,annual,500
842,1450,2014-11-27 14:38:51,2014-10-28 23:06:35,monthly,50
866,1451,2015-11-30 07:13:38,2014-11-27 19:13:37,annual,500
883,1452,2014-12-07 15:04:57,2013-12-04 03:04:57,annual,500
125,1455,2015-11-14 17:31:29,2014-11-12 04:30:41,annual,500
151,1456,2014-12-15 15:52:47,2014-11-13 03:52:46,monthly,50
164,1457,2014-11-21 21:41:49,2014-09-20 08:38:59,monthly,50
185,1458,2015-11-17 03:37:29,2014-11-14 15:37:12,annual,500
227,1344,2014-11-16 06:04:16,2014-11-16 05:20:16,monthly,50
237,1460,2015-11-19 03:20:54,2014-11-16 15:20:54,annual,500
290,1462,2015-11-20 21:39:25,2014-11-18 08:38:54,annual,500
326,1463,2015-11-21 11:08:32,2014-11-18 22:08:49,annual,500
338,1464,2015-11-21 16:07:12,2014-11-19 03:37:29,annual,500
345,1465,2014-11-19 06:10:34,2014-06-05 12:19:23,monthly,50
360,1466,2014-12-21 23:31:17,2014-11-19 10:31:48,monthly,50
371,1467,2014-11-19 14:42:04,2014-10-15 14:53:19,monthly,50
416,1468,2015-11-22 15:41:04,2014-11-20 03:11:16,annual,500
422,1469,2015-11-22 18:02:21,2014-11-20 05:32:24,annual,500
442,1470,2015-11-23 03:25:16,2014-11-20 14:55:25,annual,500
458,1471,2014-12-23 09:14:37,2014-11-20 21:14:37,monthly,50
474,1472,2015-11-23 19:19:48,2014-11-21 07:19:31,annual,500
484,1473,2014-12-23 23:44:06,2014-11-21 11:44:06,monthly,50
502,1474,2015-11-24 12:32:17,2014-11-22 00:32:17,annual,500
519,1475,2015-01-27 20:46:56,2014-01-24 08:46:56,annual,500
529,1476,2015-11-25 03:58:34,2014-11-22 15:58:34,annual,500
560,1477,2014-12-25 13:30:06,2014-11-23 01:30:06,monthly,50
599,1437,2014-11-23 21:19:05,2014-04-30 02:39:50,monthly,50
628,1478,2014-12-27 03:18:25,2014-11-24 14:48:30,monthly,50
642,1479,2015-11-27 08:01:22,2014-11-24 20:01:08,annual,500
661,1480,2015-11-27 21:03:06,2014-11-25 08:03:58,annual,500
674,1481,2014-12-28 04:09:36,2014-11-25 16:09:22,monthly,50
703,1482,2015-11-28 13:16:39,2014-11-26 00:46:12,annual,500
738,1483,2015-11-29 02:42:13,2014-11-26 14:42:13,annual,500
753,1484,2014-12-29 05:57:24,2014-11-26 17:27:42,monthly,50
772,1485,2015-11-29 11:03:03,2014-11-26 23:03:03,annual,500
820,1486,2015-11-29 18:46:47,2014-11-27 06:46:30,annual,500
833,1487,2015-11-30 00:37:58,2014-11-27 12:37:57,annual,500
850,1488,2015-11-30 04:32:33,2014-11-27 16:03:03,annual,500
891,1489,2015-11-30 18:51:03,2014-11-28 06:50:47,annual,500
897,1490,2015-11-30 21:14:20,2014-11-28 08:44:32,annual,500
899,1491,2015-11-30 21:53:09,2014-11-28 09:52:52,annual,500
908,1492,2015-12-01 00:53:39,2014-11-28 12:53:22,annual,500
35,1494,2014-12-31 07:58:32,2014-10-28 18:56:04,monthly,50
944,1495,2015-12-01 09:47:40,2014-11-28 21:18:06,annual,500
938,1496,2015-12-01 08:16:02,2014-11-28 19:16:30,annual,500
954,1497,2015-12-01 14:01:38,2014-11-29 01:31:04,annual,500
949,1498,2015-12-01 12:02:15,2014-11-28 23:32:47,annual,500
964,1499,2015-12-01 15:54:41,2014-11-29 03:25:00,annual,500
973,1500,2015-12-01 16:57:37,2014-11-29 04:57:37,annual,500
989,1501,2014-11-30 06:08:56,2013-11-26 18:08:56,annual,500
981,1502,2015-12-01 19:18:40,2014-11-29 06:19:31,annual,500
971,1503,2015-12-01 17:07:25,2014-11-29 04:37:03,annual,500
966,1504,2015-12-01 16:42:57,2014-11-29 03:44:00,annual,500
974,1505,2015-07-11 22:00:12,2013-07-09 10:00:12,annual,500
992,1506,2015-12-01 20:46:08,2014-11-29 08:46:08,annual,500
1013,1507,2015-12-02 00:03:31,2014-11-29 12:03:31,annual,500
1032,1508,2015-12-02 01:52:38,2014-11-29 13:52:38,annual,500
847,1509,2014-11-29 14:39:15,2014-05-18 13:04:42,monthly,50
1008,1510,2015-02-03 05:06:21,2013-01-30 17:06:21,annual,500
1045,1511,2015-12-02 03:18:21,2014-11-29 14:48:56,annual,500
879,1512,2015-12-01 22:13:41,2013-11-29 09:12:11,annual,500
1015,1513,2015-12-02 00:58:42,2014-11-29 12:28:50,annual,500
1027,1514,2015-12-02 02:07:48,2014-11-29 13:37:43,annual,500
1047,1515,2014-12-05 21:19:42,2013-12-02 09:19:42,annual,500
1003,1516,2015-12-01 23:45:45,2014-11-29 11:15:57,annual,500
1022,1517,2015-12-02 01:02:14,2014-11-29 13:02:13,annual,500
1034,1518,2015-12-02 03:09:43,2014-11-29 14:09:05,annual,500
1042,1519,2015-12-02 02:46:19,2014-11-29 14:46:15,annual,500
1062,1520,2015-12-02 04:59:29,2014-11-29 16:29:10,annual,500
1077,1521,2015-12-02 06:02:06,2014-11-29 17:32:40,annual,500
1096,1522,2015-12-02 07:51:16,2014-11-29 18:51:49,annual,500
1063,1523,2015-12-02 04:40:04,2014-11-29 16:40:04,annual,500
1090,1524,2015-12-02 07:32:21,2014-11-29 18:33:19,annual,500
1053,1525,2015-12-02 03:51:00,2014-11-29 15:20:35,annual,500
1060,1526,2015-12-02 04:52:43,2014-11-29 16:22:39,annual,500
1079,1527,2015-12-02 06:40:37,2014-11-29 17:41:13,annual,500
1116,1528,2015-12-02 09:36:16,2014-11-29 20:35:07,annual,500
1069,1529,2014-11-29 17:11:40,2014-04-19 23:16:43,monthly,50
1078,1530,2015-12-02 05:37:14,2014-11-29 17:37:11,annual,500
1118,1531,2015-12-02 09:29:17,2014-11-29 20:59:24,annual,500
1128,1532,2014-11-29 22:05:23,2012-02-17 01:38:41,monthly,50
1150,1533,2015-12-02 13:08:04,2014-11-30 01:08:04,annual,500
1174,1534,2015-12-02 15:59:03,2014-11-30 03:28:32,annual,500
1124,1535,2015-12-02 10:08:35,2014-11-29 21:38:07,annual,500
1134,1536,2015-12-02 11:28:18,2014-11-29 22:28:55,annual,500
1148,1537,2015-12-02 13:23:19,2014-11-30 00:22:16,annual,500
1158,1538,2015-01-01 13:55:34,2014-11-30 01:55:34,monthly,50
1122,1539,2015-12-02 10:30:09,2014-11-29 21:30:54,annual,500
1138,1540,2015-12-02 12:09:58,2014-11-29 23:10:11,annual,500
1151,1541,2015-12-02 13:08:45,2014-11-30 01:08:45,annual,500
1168,1542,2015-12-02 15:38:13,2014-11-30 03:07:39,annual,500
1187,1543,2015-12-02 16:55:52,2014-11-30 04:55:52,annual,500
1234,1544,2014-12-07 04:51:09,2013-12-03 16:51:09,annual,500
1247,1545,2015-12-03 01:15:47,2014-11-30 13:15:47,annual,500
1257,1546,2015-12-03 03:24:41,2014-11-30 14:54:27,annual,500
1185,1547,2015-01-01 17:50:20,2014-11-30 04:51:11,monthly,50
1210,1548,2015-12-02 20:40:14,2014-11-30 07:40:34,annual,500
1231,1549,2015-12-02 22:50:34,2014-11-30 10:50:34,annual,500
1240,1550,2015-12-03 00:37:31,2014-11-30 12:07:56,annual,500
1250,1551,2015-12-03 02:09:01,2014-11-30 13:39:09,annual,500
1184,1552,2015-01-01 16:50:58,2014-11-30 04:50:58,monthly,50
1212,1553,2015-01-01 19:59:52,2014-11-30 07:59:52,monthly,50
1261,1554,2015-12-03 03:46:19,2014-11-30 15:16:25,annual,500
1271,1555,2015-12-03 03:59:43,2014-11-30 15:59:37,annual,500
1195,1556,2015-12-02 17:40:13,2014-11-30 05:40:13,annual,500
1203,1557,2015-12-02 18:57:10,2014-11-30 06:56:53,annual,500
1220,1558,2014-11-30 09:05:04,2014-07-28 10:54:50,monthly,50
1230,1559,2015-12-02 22:48:25,2014-11-30 10:48:25,annual,500
1253,1560,2015-12-03 02:25:11,2014-11-30 13:54:54,annual,500
1273,1561,2015-12-03 04:44:34,2014-11-30 16:14:38,annual,500
1286,1562,2015-12-03 05:40:45,2014-11-30 17:10:11,annual,500
1306,1563,2015-12-03 07:11:59,2014-11-30 18:41:52,annual,500
1312,1564,2015-12-03 08:12:42,2014-11-30 19:12:38,annual,500
1326,1565,2015-12-03 09:12:31,2014-11-30 20:13:33,annual,500
1336,1566,2015-12-03 09:22:58,2014-11-30 20:53:20,annual,500
1353,1567,2014-11-30 21:55:50,2014-10-28 16:25:58,monthly,50
1266,1568,2015-12-03 04:30:44,2014-11-30 15:31:00,annual,500
1270,1569,2015-12-03 04:51:08,2014-11-30 15:50:34,annual,500
1283,1570,2015-12-03 04:53:07,2014-11-30 16:53:07,annual,500
1292,1571,2015-12-03 05:57:23,2014-11-30 17:27:11,annual,500
1304,1572,2015-12-03 06:53:22,2014-11-30 18:22:48,annual,500
1319,1573,2015-12-03 08:40:35,2014-11-30 19:40:36,annual,500
1334,1574,2015-12-03 08:48:10,2014-11-30 20:48:10,annual,500
1293,1575,2015-12-03 06:01:21,2014-11-30 17:31:54,annual,500
1325,1576,2015-12-03 09:11:55,2014-11-30 20:11:01,annual,500
1343,1577,2015-12-03 09:14:02,2014-11-30 21:14:00,annual,500
1282,1578,2015-12-03 05:22:52,2014-11-30 16:52:45,annual,500
1299,1579,2015-01-02 05:51:10,2014-11-30 17:51:10,monthly,50
1314,1580,2015-12-03 08:20:09,2014-11-30 19:19:27,annual,500
1332,1581,2015-12-03 08:30:58,2014-11-30 20:30:58,annual,500
1356,1582,2015-12-03 11:05:50,2014-11-30 22:06:26,annual,500
1372,1583,2015-12-03 11:47:35,2014-11-30 22:48:14,annual,500
1419,1584,2015-12-03 11:48:10,2014-11-30 23:48:05,annual,500
1431,1585,2015-12-03 12:59:27,2014-11-30 23:59:09,annual,500
1358,1586,2015-12-03 11:09:38,2014-11-30 22:10:09,annual,500
1361,1587,2015-12-03 11:24:41,2014-11-30 22:23:27,annual,500
1406,1588,2015-12-03 12:24:47,2014-11-30 23:24:04,annual,500
1427,1589,2015-12-03 12:59:03,2014-11-30 23:57:56,annual,500
66,1453,2015-01-02 21:12:46,2014-11-01 06:11:15,monthly,50
1447,1590,2014-12-07 03:56:00,2013-05-02 00:03:04,annual,500
1484,1594,2014-12-02 00:02:28,2014-02-12 00:01:19,monthly,50
1064,1596,2015-12-04 11:33:41,2013-12-01 22:33:22,annual,500
1490,1597,2014-12-06 05:09:57,2013-12-02 17:09:57,annual,500
323,1600,2014-12-07 09:19:12,2013-12-03 21:19:12,annual,500
1159,1606,2015-12-05 06:27:08,2013-12-02 17:18:30,annual,500
1173,1609,2015-12-05 11:25:38,2013-12-02 22:14:22,annual,500
1345,1611,2015-12-05 14:23:43,2013-12-03 01:19:50,annual,500
995,1617,2015-12-06 08:56:52,2013-12-03 19:51:29,annual,500
1608,1624,2014-12-03 23:45:24,2014-10-20 00:53:39,monthly,50
1439,1627,2015-12-06 13:42:02,2013-12-04 00:10:55,annual,500
1465,1629,2015-12-06 17:13:00,2013-12-04 04:11:13,annual,500
1643,1632,2015-01-08 17:30:46,2014-01-05 05:30:46,annual,500
922,1633,2015-12-07 07:02:03,2013-12-04 17:57:13,annual,500
6545,1634,2014-12-04 20:24:09,2014-09-13 18:43:20,monthly,50
813,1637,2015-12-07 13:12:18,2013-09-05 05:46:21,annual,500
6598,1645,2015-02-06 07:26:57,2014-02-02 19:26:57,annual,500
6739,1678,2015-05-27 10:32:15,2014-05-24 22:32:15,annual,500
6768,1684,2015-05-09 03:57:44,2014-05-06 15:57:44,annual,500
6857,1699,2014-12-06 23:43:01,2014-08-03 01:29:42,monthly,50
6876,1701,2014-12-07 04:18:14,2014-05-01 02:01:47,monthly,50
6985,1716,2014-12-09 20:03:27,2014-07-16 20:49:25,monthly,50
123,1729,2015-01-13 14:55:37,2014-11-12 01:53:25,monthly,50
127,1731,2015-01-13 18:29:57,2014-11-12 05:27:57,monthly,50
139,1735,2015-01-14 14:37:13,2014-11-12 18:13:07,monthly,50
7103,1736,2015-01-13 07:55:15,2014-01-09 19:55:15,annual,500
143,1738,2015-01-14 14:38:15,2014-11-12 23:25:39,monthly,50
167,1744,2015-01-15 08:53:42,2014-11-13 19:53:19,monthly,50
190,1745,2015-01-15 14:30:46,2014-10-14 01:28:01,monthly,50
180,1746,2015-01-15 19:35:51,2014-11-14 06:34:42,monthly,50
7066,1749,2015-12-17 21:19:14,2013-12-15 08:14:09,annual,500
235,1758,2015-01-18 03:24:14,2014-11-16 14:15:42,monthly,50
7214,1765,2015-06-02 21:55:12,2014-05-31 09:55:12,annual,500
266,1767,2015-01-19 00:39:21,2014-11-17 11:37:33,monthly,50
269,1768,2015-01-19 04:47:19,2014-11-17 15:44:55,monthly,50
7243,1772,2015-01-03 09:05:06,2013-12-30 21:05:06,annual,500
297,1774,2015-01-20 01:45:18,2014-11-18 12:43:02,monthly,50
12958,1776,2015-02-03 02:46:00,2013-01-30 14:46:00,annual,500
12969,1777,2015-03-09 03:26:00,2014-03-06 15:26:00,annual,500
12994,1778,2015-04-06 10:35:00,2014-04-03 22:35:00,annual,500
13021,1779,2015-07-08 13:29:00,2014-09-24 08:59:00,annual,500
13039,1780,2015-05-24 02:31:00,2014-05-21 14:31:00,annual,500
13050,1781,2015-02-06 00:56:00,2014-02-02 12:56:00,annual,500
13058,1782,2015-02-06 01:46:00,2014-02-02 13:46:00,annual,500
13072,1783,2015-02-06 07:08:00,2014-02-02 19:08:00,annual,500
13082,1784,2015-09-09 01:37:00,2014-09-06 13:37:00,annual,500
13100,1785,2015-07-25 03:14:00,2014-07-22 15:14:00,annual,500
13105,1786,2015-08-09 21:11:00,2014-08-07 09:11:00,annual,500
13127,1787,2015-06-03 19:04:00,2014-06-01 07:04:00,annual,500
13142,1788,2015-10-04 16:02:00,2013-10-02 04:02:00,annual,500
13166,1789,2015-09-21 06:37:00,2013-09-18 18:37:00,annual,500
13176,1790,2015-01-13 04:56:00,2014-01-09 16:56:00,annual,500
13198,1791,2015-05-26 12:24:00,2014-05-24 00:24:00,annual,500
13242,1792,2015-02-06 09:17:00,2014-02-02 21:17:00,annual,500
13270,1794,2014-02-05 06:05:00,2013-12-03 18:05:00,monthly,50
13283,1795,2015-12-06 14:17:00,2013-12-04 02:17:00,annual,500
13297,1796,2015-09-27 01:52:00,2014-09-24 13:52:00,annual,500
13319,1797,2015-01-04 04:43:00,2013-12-31 16:43:00,annual,500
13332,1798,2015-02-06 12:17:00,2014-02-03 00:17:00,annual,500
13346,1799,2015-12-04 13:47:00,2013-12-02 01:47:00,annual,500
13354,1800,2014-12-27 10:41:00,2012-12-23 22:41:00,annual,500
13369,1801,2015-01-14 15:24:00,2014-01-11 03:24:00,annual,500
13380,1802,2015-02-15 17:20:00,2014-02-12 05:20:00,annual,500
13397,1803,2015-01-15 07:50:00,2013-01-11 19:50:00,annual,500
13405,1804,2015-05-24 06:46:00,2014-05-21 18:46:00,annual,500
13413,1805,2015-01-03 14:09:00,2014-11-02 02:09:00,monthly,50
13441,1806,2015-01-15 06:15:00,2014-01-11 18:15:00,annual,500
13450,1807,2015-01-10 18:59:00,2014-11-05 07:00:00,annual,500
13456,1808,2015-03-27 11:50:00,2014-03-24 23:50:00,annual,500
13470,1809,2015-01-19 10:43:00,2014-01-15 22:43:00,annual,500
13514,1810,2015-01-21 03:16:00,2014-01-17 15:16:00,annual,500
13552,1811,2015-01-30 12:10:00,2014-09-26 17:40:00,annual,500
13569,1812,2015-01-27 10:05:00,2012-01-23 22:05:00,annual,500
13588,1813,2015-01-27 11:31:00,2014-01-23 23:31:00,annual,500
13615,1814,2015-01-31 07:09:00,2014-01-27 19:09:00,annual,500
13629,1815,2015-02-07 19:23:00,2014-02-04 07:23:00,annual,500
13643,1816,2015-02-07 04:49:00,2014-02-03 16:49:00,annual,500
13657,1817,2015-02-08 04:46:00,2014-02-04 16:46:00,annual,500
13685,1818,2015-02-01 15:54:00,2014-01-29 03:54:00,annual,500
13698,1819,2015-02-02 01:04:00,2013-01-29 13:04:00,annual,500
12945,1820,2015-01-25 20:33:00,2014-11-25 07:09:00,annual,500
12959,1821,2015-09-26 10:33:00,2014-09-23 22:33:00,annual,500
12978,1822,2015-02-03 12:31:00,2013-01-31 00:31:00,annual,500
12995,1823,2015-04-03 00:00:00,2014-03-31 12:00:00,annual,500
13000,1824,2015-01-18 20:16:00,2014-01-15 08:16:00,annual,500
13007,1825,2015-04-14 14:00:00,2014-04-12 02:00:00,annual,500
13024,1826,2015-03-25 23:38:00,2014-03-23 11:38:00,annual,500
13040,1827,2015-09-26 13:29:00,2014-09-24 01:29:00,annual,500
13049,1828,2015-06-03 08:52:00,2014-05-31 20:52:00,annual,500
13068,1829,2015-05-18 03:11:00,2013-05-15 15:11:00,annual,500
13088,1830,2015-01-26 09:33:00,2014-01-22 21:33:00,annual,500
13095,1831,2015-05-22 20:47:00,2014-05-20 08:47:00,annual,500
13111,1832,2015-02-06 06:51:00,2014-02-02 18:51:00,annual,500
13140,1833,2015-02-05 15:19:00,2014-02-02 03:19:00,annual,500
13149,1834,2015-03-26 05:21:00,2014-03-23 17:21:00,annual,500
13160,1835,2015-10-04 00:15:00,2013-10-01 12:15:00,annual,500
13186,1836,2015-02-06 07:49:00,2014-02-02 19:49:00,annual,500
13196,1837,2015-02-06 08:24:00,2014-02-02 20:24:00,annual,500
13218,1838,2015-12-01 09:25:00,2013-11-28 21:25:00,annual,500
13230,1839,2015-04-15 12:11:00,2014-04-13 00:11:00,annual,500
13247,1840,2015-02-05 10:05:00,2014-02-01 22:05:00,annual,500
13262,1841,2014-12-15 02:08:00,2013-12-11 14:08:00,annual,500
13273,1842,2015-12-06 10:17:00,2013-12-03 22:17:00,annual,500
13301,1843,2015-01-13 18:31:00,2014-01-10 06:31:00,annual,500
13309,1844,2014-12-21 14:01:00,2013-12-18 02:01:00,annual,500
13343,1845,2014-12-31 04:48:00,2013-12-27 16:48:00,annual,500
13365,1846,2015-01-18 01:30:00,2014-01-14 13:30:00,annual,500
13385,1847,2015-01-07 13:11:00,2014-01-04 01:11:00,annual,500
13403,1848,2015-01-08 09:47:00,2014-01-04 21:47:00,annual,500
13426,1849,2015-01-18 00:13:00,2014-01-14 12:13:00,annual,500
13438,1850,2015-01-17 18:17:00,2014-01-14 06:17:00,annual,500
13451,1851,2015-01-17 08:51:00,2014-01-13 20:51:00,annual,500
13475,1852,2015-01-28 01:54:00,2014-01-24 13:54:00,annual,500
13485,1853,2015-01-20 05:19:00,2014-01-16 17:19:00,annual,500
13501,1854,2015-01-21 05:51:00,2014-01-17 17:51:00,annual,500
13511,1855,2015-01-21 01:45:00,2014-01-17 13:45:00,annual,500
13529,1856,2015-02-07 18:41:00,2014-02-04 06:41:00,annual,500
13540,1857,2015-01-28 22:26:00,2014-01-25 10:26:00,annual,500
13547,1858,2015-01-22 13:55:00,2014-01-19 01:55:00,annual,500
13560,1859,2015-01-29 05:07:00,2014-01-25 17:07:00,annual,500
13570,1860,2015-01-23 13:20:00,2014-01-20 01:20:00,annual,500
13592,1861,2015-01-28 05:37:00,2014-01-24 17:37:00,annual,500
13604,1862,2015-02-07 10:37:00,2014-02-03 22:37:00,annual,500
13618,1863,2015-02-08 04:48:00,2014-02-04 16:48:00,annual,500
13641,1864,2015-02-09 06:17:00,2014-02-05 18:17:00,annual,500
12949,1865,2015-10-13 04:41:00,2014-10-10 16:41:00,annual,500
12966,1866,2015-02-02 07:23:00,2013-01-29 19:23:00,annual,500
12997,1867,2015-10-29 02:20:00,2014-10-26 14:20:00,annual,500
13010,1868,2015-02-08 10:44:00,2014-02-04 22:44:00,annual,500
13020,1869,2015-01-27 08:17:00,2014-05-18 22:21:00,annual,500
13042,1870,2015-01-25 22:07:00,2014-01-22 10:07:00,annual,500
13077,1871,2015-07-25 02:13:00,2014-07-22 14:13:00,annual,500
13109,1872,2014-08-04 18:01:00,2013-08-01 06:01:00,annual,500
13119,1873,2015-02-06 03:43:00,2014-02-02 15:43:00,annual,500
13124,1874,2015-07-25 04:01:00,2014-07-22 16:01:00,annual,500
